turf_name,latitude,longitude,service_address,pk_site_id,service_area_hectare,neighbourhood_id,turf_id,is_active,created_at,modified_at,duration_for_580d,duration_for_72gm,580d,72gm,service_site_id,service_level_id
Pollard Meadows/Holy Family Schools/Park/Plgd,53.44749477,-113.4080485,17 Ave-18A Ave & 48 St-Mill Woods Road East,4045,11.608,6550,75437,TRUE,2017-04-25 20:10:31.464707+00,2017-04-25 20:10:31.46+00,5:13:25,3:52:12,10.447,1.161,1,900
WALKWAY,53.4614612,-113.455742,79 -84 ST & 28 - 30 AVE,4047,0.433,6580,75438,TRUE,2017-04-25 20:10:31.534925+00,2017-04-25 20:10:31.53+00,0:00:00,1:26:36,0,0.433,7,900
DALY GROVE SCHOOL/PARK/PLGD,53.44873644,-113.4006682,1888 - 37 ST,4048,5.779,6150,75439,TRUE,2017-04-25 20:10:31.608161+00,2017-04-25 20:10:31.61+00,2:27:22,2:53:22,4.912,0.867,1,900
STRATHCONA LIBRARY PARK (MCINTYRE PARK),53.51938404,-113.4970781,83 AVE-104 ST,4054,0.222,5480,75440,TRUE,2017-04-25 20:10:31.683933+00,2017-04-25 20:10:31.68+00,0:00:00,0:44:24,0,0.222,,900
STATHCONA LIBRARY  CHARGE-OUT,53.51979968,-113.4970356,84 AVE-104 ST,4055,0.066,5480,75441,TRUE,2017-04-25 20:10:31.756216+00,2017-04-25 20:10:31.76+00,0:00:00,0:13:12,0,0.066,,900
Park,53.42083735,-113.45816,14 Ave SW & 82 St SW,4067,0.322,6213,75442,TRUE,2017-04-25 20:10:31.826753+00,2017-04-25 20:10:31.83+00,0:00:00,1:04:24,\N,0.322,9,900
WALKWAY,53.42876143,-113.534152,Various,4069,4.664,5452,76430,TRUE,2017-04-25 20:11:47.235366+00,2017-04-25 20:11:47.24+00,2:13:01,0:46:00,4.434,0.23,,900
ROADWAY,53.52949572,-113.4189642,W/S 50 ST: 90 AVE - 101 AVE,4075,1.79,6550,75443,TRUE,2017-04-25 20:10:31.896779+00,2017-04-25 20:10:31.9+00,0:08:06,5:04:00,0.27,1.52,3,900
ROADWAY,53.45243671,-113.4541011,SOUTH SIDE&C 23 AVE-BTWN 85 ST-MILLWOO,4081,1.658,6680,75444,TRUE,2017-04-25 20:10:31.96719+00,2017-04-25 20:10:31.97+00,0:32:06,1:57:36,1.07,0.588,3,900
ROADWAY,53.44377569,-113.4187286,E/S & C 50 ST BTWN 13 AVE-MILLWOODS RD S,4082,0.417,6140,75445,TRUE,2017-04-25 20:10:32.046404+00,2017-04-25 20:10:32.05+00,0:01:53,1:10:48,0.063,0.354,4,900
ROADWAY,53.48984947,-113.4670316,91 ST BTWN 51 & 54 AVE,4087,1.058,6100,75446,TRUE,2017-04-25 20:10:32.119427+00,2017-04-25 20:10:32.12+00,0:24:00,0:51:36,0.8,0.258,6,900
ROAD BUFFER,53.45222341,-113.501165,105 ST-20-23 AVE,4088,0.234,5250,76431,TRUE,2017-04-25 20:11:47.305245+00,2017-04-25 20:11:47.31+00,0:00:00,0:46:48,0,0.234,,900
ROAD ISLAND,53.55324426,-113.4206097,106A AVE-52 ST,4091,0.239,6061,75447,TRUE,2017-04-25 20:10:32.190735+00,2017-04-25 20:10:32.19+00,0:00:00,0:47:48,0,0.239,10,900
ROADWAY BLVDS,53.48345561,-113.4077461,JACKSON RD.-BOTH SIDES-44AVE TO PIPELIN,4098,0.106,6330,75448,TRUE,2017-04-25 20:10:32.261358+00,2017-04-25 20:10:32.26+00,0:00:00,0:21:12,\N,0.106,34,900
Blackmud Creek Park,53.41808665,-113.5030939,Behind #1544 Blackmore Way Sw,4116,1.009,5453,76432,TRUE,2017-04-25 20:11:47.375307+00,2017-04-25 20:11:47.38+00,0:22:10,0:54:00,0.739,0.27,,900
ROADWAY BLVD,53.48073488,-113.4098485,WESTSIDE/EAST SIDE 44 ST: JACKSON RD - P,4118,0.426,6330,75449,TRUE,2017-04-25 20:10:32.332869+00,2017-04-25 20:10:32.33+00,0:00:00,1:25:12,\N,0.426,35,900
WALKWAY / BLVD Backage,53.42041418,-113.4437069,Stanton Dr - 67 St,4119,0.036,6213,75450,TRUE,2017-04-25 20:10:32.405026+00,2017-04-25 20:10:32.41+00,0:00:00,0:07:12,0,0.036,,900
ROAD BUFFER,53.46764427,-113.4186163,WEST SIDE OF 50 ST: 34 Ave - 38 Ave,4120,0.466,6300,75451,TRUE,2017-04-25 20:10:32.477076+00,2017-04-25 20:10:32.48+00,0:00:00,1:33:09,0,0.466,2,900
VELMA E. BAKER SCHOOL/PARK/BLVD,53.47978351,-113.3847698,43A AVE: 27 - 30 ST,4122,11.224,6390,75452,TRUE,2017-04-25 20:10:32.547301+00,2017-04-25 20:10:32.55+00,4:46:13,5:36:43,9.54,1.684,1,900
RUTHERFORD SCHOOL/PLGD,53.5227385,-113.4689726,91 ST-86 AVE,4123,1.862,6040,75453,TRUE,2017-04-25 20:10:32.622008+00,2017-04-25 20:10:32.62+00,0:10:34,5:02:00,0.352,1.51,1,900
Bonnie Doon High/Idylwylde Elementary Schools/Pool,53.52360512,-113.4545367,81-83 ST & 88-90 AVE,4124,5.0375,6320,75685,TRUE,2017-04-25 20:10:49.674515+00,2017-04-25 20:10:49.67+00,2:08:27,2:31:08,4.282,0.756,1,930
ROAD ISLAND,53.52260208,-113.4461716,77 ST-87 AVE,4125,0.082,6320,75454,TRUE,2017-04-25 20:10:32.693511+00,2017-04-25 20:10:32.69+00,0:00:00,0:16:24,\N,0.082,5,900
ROADWAY (BACK ALLEY),53.52239547,-113.4481356,NORTH OF 86 AVE-E OF 79 ST,4126,0.036,6320,75455,TRUE,2017-04-25 20:10:32.763859+00,2017-04-25 20:10:32.76+00,0:00:00,0:07:12,\N,0.036,4,900
ROAD ISLAND/UTILITY LOT/ALLEY EASEMENT,53.52033114,-113.4468263,77 ST-85 AVE/ALLEY 77-79 ST,4127,0.634,6320,75456,TRUE,2017-04-25 20:10:32.83509+00,2017-04-25 20:10:32.84+00,0:03:00,1:46:48,0.1,0.534,6,900
TERWILLEGAR DRIVE,53.47224593,-113.5792197,Terwilleger Drive - 40 Ave. to Rabbit Hill Road,4140,1.969,5100,76433,TRUE,2017-04-25 20:11:47.445316+00,2017-04-25 20:11:47.45+00,0:45:00,1:33:48,1.5,0.469,,910
RAVINE WALKWAY (TOP OF BANK - BLACKMUD) P.I.P.,53.44545627,-113.5235366,111 ST-#430 TWIN BROOKS CRESCENT,4146,0.851,5511,76434,TRUE,2017-04-25 20:11:47.515883+00,2017-04-25 20:11:47.52+00,0:00:00,2:50:12,0,0.851,,900
BEARSPAW SCHOOL/PARK,53.44387551,-113.4998194,16 AVE - 105 ST,4148,5.663,5030,76435,TRUE,2017-04-25 20:11:47.586005+00,2017-04-25 20:11:47.59+00,2:46:39,0:21:36,5.555,0.108,,930
ROAD ISLAND,53.42102786,-113.516886,James Mowat Tr - Rutherford Road,4149,1.967,5454,76436,TRUE,2017-04-25 20:11:47.656545+00,2017-04-25 20:11:47.66+00,0:45:00,1:33:24,1.5,0.467,,900
BEARSPAW LAKE (TOMAS OPALINSKI PARK),53.44370508,-113.5042992,"11 AVE-108 ST, Bearspaw Drive East to Pipeline R.O.W.",4151,0.89,5030,76437,TRUE,2017-04-25 20:11:47.73224+00,2017-04-25 20:11:47.73+00,0:22:44,0:26:24,0.758,0.132,,900
ROAD MEDIAN,53.45573299,-113.4345074,EAST SIDE & CENTER 66 ST: BTWN 23-28 AVE,4157,0.326,6520,75457,TRUE,2017-04-25 20:10:32.906594+00,2017-04-25 20:10:32.91+00,0:04:48,0:33:12,0.16,0.166,2,900
BLVD & ALLEY,53.47922173,-113.3770148,21 ST: 38 AVE - 43A AVE - SWMF,4162,0.124,6390,75458,TRUE,2017-04-25 20:10:32.97774+00,2017-04-25 20:10:32.98+00,0:00:00,0:24:48,\N,0.124,44,900
FATHER MICHAEL TROY SCHOOL/PARK,53.47135276,-113.3787691,23 ST & 37A AVE,4165,5.547,6790,75459,TRUE,2017-04-25 20:10:33.049839+00,2017-04-25 20:10:33.05+00,2:21:27,2:46:25,4.715,0.832,31,900
ROAD ISLANDS,53.48827764,-113.4830461,N/S 51 AVE: 99 ST - 91 ST,4170,0.193,6100,75460,TRUE,2017-04-25 20:10:33.120684+00,2017-04-25 20:10:33.12+00,0:00:00,0:38:36,0,0.193,2,910
EDITH ROGERS/ST HILDA/TWEDDLE SCHOOLS/PARK/PLGD/WALKWAYS,53.47576909,-113.4545088,Millbourned Road West & 40 Ave,4177,2.451,6760,75461,TRUE,2017-04-25 20:10:33.190766+00,2017-04-25 20:10:33.19+00,1:02:29,1:13:36,2.083,0.368,3,900
AUSTIN O'BRIEN SCHOOL,53.53580303,-113.4249695,95 AVE-AUSTIN OBRIEN ROAD,4179,1.2174,6550,75683,TRUE,2017-04-25 20:10:49.531357+00,2017-04-25 20:10:49.53+00,0:31:03,0:36:31,1.035,0.183,1,930
JACKSON HEIGHTS PARK/BLVD/WALKWAY,53.48343111,-113.4072579,JAMHA ROAD & JACKSON ROAD,4186,2.995,6330,75462,TRUE,2017-04-25 20:10:33.261112+00,2017-04-25 20:10:33.26+00,1:16:22,1:29:51,2.546,0.449,27,900
CLOVERDALE TO CAPILANO MULTIPURPOSE TRAIL,53.54654082,-113.4579086,98 AVE & 92 ST TO CAPILANO FREEWAY,4190,2.1092,6630,75463,TRUE,2017-04-25 20:10:33.401317+00,2017-04-25 20:10:33.4+00,0:00:00,7:01:51,0,2.109,45,900
Ravine WALKWAY & BLVD Areas,53.46573497,-113.3847335,34 St South of 35A Ave East to park,4194,0.181,6790,75464,TRUE,2017-04-25 20:10:33.472423+00,2017-04-25 20:10:33.47+00,0:00:00,0:36:12,0,0.181,35,900
MIKE FINLAND PARK,53.53804707,-113.4470586,79 ST-98 AVE,4198,2.432,6230,75465,TRUE,2017-04-25 20:10:33.544698+00,2017-04-25 20:10:33.54+00,1:02:06,1:12:24,2.07,0.362,8,900
ROADWAY,53.44586932,-113.4440476,S/S Millwoods RD S 80-66 ST,4199,0.425,6450,75466,TRUE,2017-04-25 20:10:33.616126+00,2017-04-25 20:10:33.62+00,0:00:00,1:25:00,0,0.425,6,900
Municipal Reserve & WALKWAYs,53.44646359,-113.5586639,from 351 Magrath Blv. To 3816 MacNeil Heath,4203,1.183,5477,76438,TRUE,2017-04-25 20:11:47.804491+00,2017-04-25 20:11:47.8+00,0:24:43,1:11:48,0.824,0.359,,900
ROADWAY,53.46524425,-113.4282146,SOUTH SIDE/C 34 AVE-BTWN-66-50 ST,4204,1.948,6720,75467,TRUE,2017-04-25 20:10:33.690619+00,2017-04-25 20:10:33.69+00,0:30:00,3:09:36,1,0.948,6,900
WALKWAY,53.47283181,-113.4326882,66 ST-SCHOOL-37-38 AVE,4211,0.935,6300,75468,TRUE,2017-04-25 20:10:33.765023+00,2017-04-25 20:10:33.77+00,0:00:00,3:07:00,\N,0.935,8,900
NEIGHBOURHOOD PARK/RAVINE BUFFER,53.54684095,-113.4366651,FULTON ROAD-BTWN-63 ST-105 AVE,4213,6.317,6620,75469,TRUE,2017-04-25 20:10:33.837321+00,2017-04-25 20:10:33.84+00,2:41:06,3:09:24,5.37,0.947,3,910
ROADWAY,53.46307087,-113.4353435,WEST SIDE 66 ST BTWN 28-34 AVE,4221,0.798,6340,75470,TRUE,2017-04-25 20:10:33.908357+00,2017-04-25 20:10:33.91+00,0:07:12,1:51:36,0.24,0.558,1,900
ROAD BUFFER (HOMEOWNERS ASSOCATION TITLE),53.46721136,-113.5770956,TERWILLEGAR DR - TRANSALTA RIGHT OF WAY,4222,0.563,5100,76439,TRUE,2017-04-25 20:11:47.878351+00,2017-04-25 20:11:47.88+00,0:00:00,1:52:36,0,0.563,,900
ROAD BUFFER/MERIDEAN/ISLAND,53.45382971,-113.524939,23 AVE-111-119 ST,4254,1.536,5460,76440,TRUE,2017-04-25 20:11:47.948958+00,2017-04-25 20:11:47.95+00,0:30:00,1:47:12,1,0.536,,900
IDYLWYLDE LIBRARY (C/0),53.52390136,-113.4567981,8310-88 AVE,4255,0.14,6040,75471,TRUE,2017-04-25 20:10:33.979165+00,2017-04-25 20:10:33.98+00,0:00:00,0:28:00,\N,0.14,14,900
IDYLWYLDE HEALTH CLINIC (C/0),53.52365568,-113.4570992,8314-88 AVE,4256,0.034,6040,75472,TRUE,2017-04-25 20:10:34.051361+00,2017-04-25 20:10:34.05+00,0:00:00,0:06:48,\N,0.034,15,900
BURNEWOOD LAKE #2/BLVD,53.47452958,-113.4056587,44 ST-39 AVE,4259,1.397,6370,75473,TRUE,2017-04-25 20:10:34.124948+00,2017-04-25 20:10:34.12+00,0:12:31,3:16:00,0.417,0.98,17,900
ROADWAY,53.4598939,-113.4075201,W/S MILL WOODS RD EAST: 23 AVE - 34 AVE,4260,2.442,6770,75474,TRUE,2017-04-25 20:10:34.196122+00,2017-04-25 20:10:34.2+00,0:37:16,4:00:00,1.242,1.2,6,900
CAPILANO SCHOOL/PARK/PLGD/CL,53.55571284,-113.4235434,54 ST & 107A AVE,4261,5.884,6061,75475,TRUE,2017-04-25 20:10:34.267495+00,2017-04-25 20:10:34.27+00,2:30:00,2:56:48,5,0.884,1,900
ROADWAY,53.52051234,-113.4190959,WEST SIDE 50 ST-82-90 AVE,4262,0.781,6550,75476,TRUE,2017-04-25 20:10:34.338177+00,2017-04-25 20:10:34.34+00,0:19:55,0:23:24,0.664,0.117,1,900
MARY HANLEY/BISSET SCHOOLS/PARK/PLGD,53.46154834,-113.4005705,37 ST-33 AVE,4267,8.814,6030,75477,TRUE,2017-04-25 20:10:34.409574+00,2017-04-25 20:10:34.41+00,3:44:46,4:24:24,7.492,1.322,1,900
WALKWAY,53.45456327,-113.5250914,23A AVE-113A ST,4276,0.019,5060,76441,TRUE,2017-04-25 20:11:48.021883+00,2017-04-25 20:11:48.02+00,0:00:00,0:03:48,0,0.019,,900
ROAD RIGHT OF WAY/UTILITY LOTS,53.47206006,-113.4796731,WEST SIDE OF 97 ST NORTH OF 35 AVE - 39 A,4278,0.337,6700,75478,TRUE,2017-04-25 20:10:34.480021+00,2017-04-25 20:10:34.48+00,0:00:00,1:07:24,0,0.337,14,900
BLVDs,53.4160749,-113.5408128,15 Ave. to 20 Ave. - 127 St.,4279,0.399,5454,76442,TRUE,2017-04-25 20:11:48.092095+00,2017-04-25 20:11:48.09+00,0:00:00,1:19:48,0,0.399,,900
WALKWAY,53.45479514,-113.5772459,Btw. #2349 & 2345 Lemieux Place,4280,0.007,5630,76443,TRUE,2017-04-25 20:11:48.163649+00,2017-04-25 20:11:48.16+00,0:00:00,0:01:24,0,0.007,,900
WALKWAY,53.45809743,-113.5765163,Btw. #1296 & 1294 Latta Crescent,4281,0.014,5630,76444,TRUE,2017-04-25 20:11:48.238149+00,2017-04-25 20:11:48.24+00,0:00:00,0:02:48,0,0.014,,900
MILL CREEK RAVINE PARK,53.51772153,-113.4709546,93 ST & 82 AVE,4282,0.355,6492,75479,TRUE,2017-04-25 20:10:34.550806+00,2017-04-25 20:10:34.55+00,0:09:00,0:11:00,0.3,0.055,33,920
ROADWAY,53.54958854,-113.4397842,NORTH SIDE OF 106 AVE: 74 ST - ROWLAND Rd,4288,0.355,6620,75480,TRUE,2017-04-25 20:10:34.621321+00,2017-04-25 20:10:34.62+00,0:09:00,0:11:00,0.3,0.055,9,900
WEINLOS/KATE CHEGWIN SCHOOLS/PARK/PLGD,53.46097016,-113.4141569,48 ST & 28 AVE,4294,7.09,6770,75481,TRUE,2017-04-25 20:10:34.69132+00,2017-04-25 20:10:34.69+00,3:00:48,3:32:42,6.027,1.064,1,900
WALKWAY,53.4297999,-113.5368505,Next to #438 MacEwan Road,4297,0.014,5452,76445,TRUE,2017-04-25 20:11:48.313362+00,2017-04-25 20:11:48.31+00,0:00:00,0:02:48,0,0.014,,900
NEIGHBORHOOD PARK,53.47717103,-113.552654,41 AVE-ASPEN DRIVE WEST,4304,0.846,5020,76446,TRUE,2017-04-25 20:11:48.385208+00,2017-04-25 20:11:48.39+00,0:20:24,0:33:12,0.68,0.166,,900
Kenilworth Arena/Ste. Jeanne d'Arc School,53.51979663,-113.4305139,86 AVE-68A ST,4308,3.082,6350,75482,TRUE,2017-04-25 20:10:34.763081+00,2017-04-25 20:10:34.76+00,1:18:36,1:32:24,2.62,0.462,2,900
WALKWAYs,53.4432264,-113.5538831,Various,4311,0.053,5477,76447,TRUE,2017-04-25 20:11:48.46039+00,2017-04-25 20:11:48.46+00,0:00:00,0:10:36,0,0.053,,900
RIVERBEND ROAD BUFFERS,53.45927223,-113.5927781,Riverbend Road - Heath Road to Terwilleger Drive,4315,0.13,5610,76448,TRUE,2017-04-25 20:11:48.533345+00,2017-04-25 20:11:48.53+00,0:00:00,0:26:00,0,0.13,,900
BLVD,53.44502892,-113.5552382,3719 Mclay Green to 4115 MacNeil Court & 4377 McClung Cr. To 7282 May Rd.,4321,0.0447,5477,76449,TRUE,2017-04-25 20:11:48.605652+00,2017-04-25 20:11:48.61+00,0:00:00,0:08:57,0,0.045,,900
WALKWAY,53.46294353,-113.438757,31 -32 AVE & LAKEWOOD RD. EAST - 66 ST,4322,0.477,6340,75483,TRUE,2017-04-25 20:10:34.833366+00,2017-04-25 20:10:34.83+00,0:00:00,1:35:24,\N,0.477,8,900
WALKWAY,53.43907555,-113.6237593,Btw. 2265 & 2261 Warry Loop,4325,0.029,5575,76450,TRUE,2017-04-25 20:11:48.677696+00,2017-04-25 20:11:48.68+00,0:00:00,0:05:48,0,0.029,,900
MEYONOHK SCHOOL/PARK/PLGD,53.45529188,-113.4558291,79 ST-LAKEWOOD RD S,4328,4.932,6470,75484,TRUE,2017-04-25 20:10:34.905705+00,2017-04-25 20:10:34.91+00,2:05:46,2:27:58,4.192,0.74,1,900
Ambleside Park 1,53.43232913,-113.6038227,Ambleside Drive - Armitage Cescent,4330,2.4263,5505,76451,TRUE,2017-04-25 20:11:48.759108+00,2017-04-25 20:11:48.76+00,0:58:14,1:37:03,1.941,0.485,,900
7203 - 4 AVE SW,53.42781177,-113.44932,EAST OF 75 ST SW & NORTH OF 7 AVE SW,4331,0.577,6211,75485,TRUE,2017-04-25 20:10:34.976827+00,2017-04-25 20:10:34.98+00,0:14:44,0:17:24,0.491,0.087,,900
KINISKI SCHOOL/PARK/PLGD/C.L.,53.47838217,-113.4062629,41 AVE-41 ST,4341,7.768,6370,75486,TRUE,2017-04-25 20:10:35.053083+00,2017-04-25 20:10:35.05+00,3:18:05,3:53:02,6.603,1.165,1,900
WHITEMUD DRIVE,53.4815964,-113.3657656,WHITEMUD DRIVE :  17 ST. TO ROW,4343,1.6077,6443,75487,TRUE,2017-04-25 20:10:35.198024+00,2017-04-25 20:10:35.2+00,0:00:00,5:21:33,0,1.608,,900
ROADWAY,53.45868909,-113.3941215,W/S & C 34 St: 34 Ave - 23 Ave,4344,1.664,6030,75488,TRUE,2017-04-25 20:10:35.270544+00,2017-04-25 20:10:35.27+00,1:26:24,5:32:53,2.88,1.664,10,900
WALKWAY P.I.P.,53.43989648,-113.5165899,#1003-110B ST,4346,0.023,5511,76452,TRUE,2017-04-25 20:11:48.829216+00,2017-04-25 20:11:48.83+00,0:00:00,0:04:36,0,0.023,,900
TRANS ALTA RIGHT OF WAY,53.46160218,-113.5773678,Rabbit Hill Road - Terwillegar Drive,4357,1.622,5130,76453,TRUE,2017-04-25 20:11:48.900168+00,2017-04-25 20:11:48.9+00,0:43:48,0:32:24,1.46,0.162,,900
PIPELINE RIGHT OF WAY,53.47265947,-113.4182492,50-54 ST & 38-39 A AVE,4362,1.509,6280,75489,TRUE,2017-04-25 20:10:35.344412+00,2017-04-25 20:10:35.34+00,0:06:47,4:16:36,0.226,1.283,6,900
ROADWAY,53.46504899,-113.4592898,SOUTH SIDE/C 34 AVE-91 ST-MILLWOODS RD,4365,1.767,6600,75490,TRUE,2017-04-25 20:10:35.414827+00,2017-04-25 20:10:35.41+00,0:26:01,3:00:00,0.867,0.9,7,900
ROADWAY,53.46348934,-113.4506085,WEST SIDE MILLWOODS RD-BTWN-34-28 AVE,4366,0.212,6750,75491,TRUE,2017-04-25 20:10:35.484977+00,2017-04-25 20:10:35.48+00,0:00:00,0:42:24,0,0.212,6,900
TERWILLEGAR DRIVE,53.45946565,-113.5874025,Terwilleger Drive: R.O.W. to 23 Ave.,4373,1.4747,5630,76454,TRUE,2017-04-25 20:11:48.975414+00,2017-04-25 20:11:48.98+00,0:00:00,4:54:57,\N,1.4747,,910
UTILITY LOT (BACK ALLEY),53.55668627,-113.4300926,69 ST-BTWN-108 AVE-HARDISTY DRIVE,4374,0.028,6061,75492,TRUE,2017-04-25 20:10:35.556592+00,2017-04-25 20:10:35.56+00,0:00:00,0:05:36,0,0.028,14,900
ROADWAY BUFFER/TRIANGLE,53.50272654,-113.4859926,E/S & C 99 ST: 63 AVE - 66 AVE/66 AVE - 72 AVE,4375,0.329,6290,75493,TRUE,2017-04-25 20:10:35.627976+00,2017-04-25 20:10:35.63+00,0:00:00,1:05:48,0,0.329,8 & 11,900
MCNALLY SCHOOL/FOREST HEIGHTS PARK,53.54609059,-113.4590477,84 ST-105 AVE,4376,11.8679,6230,75687,TRUE,2017-04-25 20:10:49.821055+00,2017-04-25 20:10:49.82+00,5:02:38,5:56:02,10.088,1.78,1,930
UTILITY LOTs and WALKWAYs,53.43953299,-113.5684221,Rabbit Hill Rd. to South Terwilleger Drive,4377,0.384,5640,76455,TRUE,2017-04-25 20:11:49.049604+00,2017-04-25 20:11:49.05+00,0:07:37,0:26:00,0.254,0.13,,900
School/Park Site,53.4195739,-113.5143997,Blackmud Creek Dr.:111 St - 975 Blackmud Creek Cr.,4380,6.783,5453,76456,TRUE,2017-04-25 20:11:49.119505+00,2017-04-25 20:11:49.12+00,3:06:38,1:52:24,6.221,0.562,,900
Neighbourhood Park,53.43000662,-113.6090536,1057 - Armitage Crescent SW,4384,0.297,5505,76457,TRUE,2017-04-25 20:11:49.190341+00,2017-04-25 20:11:49.19+00,0:00:00,0:59:24,0,0.297,,900
BLVD,53.44647404,-113.6147321,456 Windermere Rd - S. of 16 Ave.,4385,0.02,5570,76458,TRUE,2017-04-25 20:11:49.263644+00,2017-04-25 20:11:49.26+00,0:00:00,0:04:00,0,0.02,,900
FRERE ANTOINE SCHOOL,53.46002481,-113.4500958,MILLWOODS RD-28 AVE,4388,3.617,6750,75494,TRUE,2017-04-25 20:10:35.699025+00,2017-04-25 20:10:35.7+00,1:32:14,1:48:31,3.074,0.543,2,910
BLVDs and ISLANDs,53.42422684,-113.5163383,111 St. - Ellerslie Road,4389,0.118,5454,76459,TRUE,2017-04-25 20:11:49.335028+00,2017-04-25 20:11:49.34+00,0:00:00,0:23:36,0,0.118,,900
WALKWAY,53.44828573,-113.5645309,#1321 Malone Place to #1524 Malone Close,4390,0.011,5477,76460,TRUE,2017-04-25 20:11:49.405905+00,2017-04-25 20:11:49.41+00,0:00:00,0:02:12,0,0.011,,900
Park and WALKWAYs,53.45141465,-113.5625201,#1076 McKinney Green to #1030 McKinney Green,4391,0.219,5477,76461,TRUE,2017-04-25 20:11:49.477871+00,2017-04-25 20:11:49.48+00,0:00:00,0:43:48,0,0.219,,900
Top of bank & WALKWAY,53.44492263,-113.6068005,4015 Whispering River Drive to 4065 Whispering River Drive,4393,0.035,5570,76462,TRUE,2017-04-25 20:11:49.54889+00,2017-04-25 20:11:49.55+00,0:00:00,0:07:00,0,0.035,,900
ROADWAY,53.52195602,-113.4432593,WS 75 ST: 83 - 90 AVE,4394,1.836,6320,75495,TRUE,2017-04-25 20:10:35.769009+00,2017-04-25 20:10:35.77+00,0:08:17,5:12:00,0.276,1.56,11,930
School/Park,53.41799558,-113.5193239,James Mowat Trail (111 St.) to Rutherford Road -Blackmud Creek Drive to 21 Ave. SW,4395,6.016,5454,76463,TRUE,2017-04-25 20:11:49.620434+00,2017-04-25 20:11:49.62+00,2:30:00,3:23:12,5,1.016,,900
ROADWAY,53.52476798,-113.4186068,E/S & C 50 ST: 90 AVE - 92 AVE,4396,0.202,6550,75496,TRUE,2017-04-25 20:10:35.842494+00,2017-04-25 20:10:35.84+00,0:05:06,0:06:24,0.17,0.032,3,900
Road BLVD,53.43856592,-113.5609651,4840 Mactaggart Cr. To 4637 Mead Place,4397,0.104,5477,76464,TRUE,2017-04-25 20:11:49.691225+00,2017-04-25 20:11:49.69+00,0:00:00,0:20:48,0,0.104,,900
"Park, Sports Fields and SWMF",53.50519941,-113.3651641,17 St - 68 Ave,4398,4.5091,6690,75497,TRUE,2017-04-25 20:10:35.913211+00,2017-04-25 20:10:35.91+00,1:54:59,2:15:16,3.833,0.676,1,900
WALKWAY,53.4474203,-113.401979,39 ST-17A-17B AVE,4411,0.081,6150,75498,TRUE,2017-04-25 20:10:35.984271+00,2017-04-25 20:10:35.98+00,0:00:00,0:16:12,0,0.081,7,900
AltaLink Right of Way & WALKWAYs,53.45963731,-113.3817214,East of 30 St: 33 Ave - 23 Ave,4415,4.583,6442,75499,TRUE,2017-04-25 20:10:36.055656+00,2017-04-25 20:10:36.06+00,2:17:29,0:00:00,4.583,0,4,900
ST CLEMENTS SCHOOL/WALKWAY,53.44656424,-113.4479371,MW RD S-75 ST/ES OF SCHOOL,4423,1.408,6200,75500,TRUE,2017-04-25 20:10:36.126002+00,2017-04-25 20:10:36.13+00,0:24:22,1:59:12,0.812,0.596,3,900
KAMEYOSEK SCHOOL/PLGD/C.L./WALKWAY,53.46125892,-113.4432301,LAKEWOOD RD E - 31 AVE,4427,5.719,6340,75501,TRUE,2017-04-25 20:10:36.19589+00,2017-04-25 20:10:36.2+00,2:25:50,2:51:34,4.861,0.858,1,900
STAR BLANKET PARK/WALKWAY/PIPELINE,53.45748528,-113.4011287,39 ST-26 AVE/41 ST-BTWN-26-28 AVE,4428,0.585,6030,75502,TRUE,2017-04-25 20:10:36.270339+00,2017-04-25 20:10:36.27+00,0:03:00,1:37:00,0.1,0.485,2,900
MUNICIPAL RESERVE,53.42516898,-113.6405434,Windermere Blv. - Terwilleger Drive to Windermere Drive,4435,0.921,5575,76465,TRUE,2017-04-25 20:11:49.762311+00,2017-04-25 20:11:49.76+00,0:00:00,3:04:12,0,0.921,,900
ROAD BUFFER,53.54439071,-113.4427549,E/S 75 ST ABOVE WALL: 101AVE - 104 AVE,4437,0.259,6730,75503,TRUE,2017-04-25 20:10:36.340571+00,2017-04-25 20:10:36.34+00,0:00:00,0:51:48,\N,0.259,306,900
WALKWAY,53.47413679,-113.3674046,1567-37C Ave to 1566-37B Ave,4438,0.014,6443,75504,TRUE,2017-04-25 20:10:36.410566+00,2017-04-25 20:10:36.41+00,0:00:00,0:02:48,\N,0.014,3,900
ROADWAY,53.5179328,-113.4379913,82 AVE-71 ST,4439,0.307,6250,75505,TRUE,2017-04-25 20:10:36.481275+00,2017-04-25 20:10:36.48+00,0:07:48,0:09:24,0.26,0.047,13,900
ROADWAY - 28 Ave,53.45879988,-113.475642,28 Ave: Parsons Road (99 St) - 91 St,4443,1.73,6570,75506,TRUE,2017-04-25 20:10:36.554262+00,2017-04-25 20:10:36.55+00,0:44:06,0:52:00,1.47,0.26,4,900
23 Ave ROAD BUFFER,53.51408458,-113.4324145,23 AVE-119-126 ST,4450,1.0727,5070,76466,TRUE,2017-04-25 20:11:49.833361+00,2017-04-25 20:11:49.83+00,0:00:00,3:34:33,0,1.073,,900
ROAD BUFFER - South Side,53.4549988,-113.5794313,23 Ave. - Rabbit Hill rd.,4451,1.82,5640,76467,TRUE,2017-04-25 20:11:49.904753+00,2017-04-25 20:11:49.9+00,0:42:50,1:18:24,1.428,0.392,,900
