Id,Level,address,cluster,day,start-time,end-time,job-id,latitude,longitude,name,priority,quantity,raw-id,required-skills,service-duration-3,type,service-duration
4146.0_1_B1,B1,111 ST-#430 TWIN BROOKS CRESCENT,,,10d 06:00:00,20d 14:45:00,,53.44545627,-113.5235366,Twin Brooks,1,1,4146.0_1,neighbourhood,0.1181944444,D,0.0886458333
4149.0_1_B1,B1,James Mowat Tr - Rutherford Road,,14,14d 06:00:00,14d 14:45:00,,53.42102786,-113.516886,Rutherford,1,1,4149.0_1,neighbourhood,0.0648611111,D,0.0486458333
4151.0_1_B1,B1,"11 AVE-108 ST, Bearspaw Drive East to Pipeline R.O.W.",,13,13d 06:00:00,13d 14:45:00,,53.44370508,-113.5042992,Bearspaw,1,1,4151.0_1,neighbourhood,0.0183333333,D,0.01375
4203.0_1_B1,B1,from 351 Magrath Blv. To 3816 MacNeil Heath,,14,14d 06:00:00,14d 14:45:00,,53.44646359,-113.5586639,MacTaggert,1,1,4203.0_1,neighbourhood,0.0498611111,D,0.0373958333
4222.0_1_B1,B1,TERWILLEGAR DR - TRANSALTA RIGHT OF WAY,,,10d 06:00:00,20d 14:45:00,,53.46721136,-113.5770956,Bulyea Heights,1,1,4222.0_1,roadway,0.0781944444,D,0.0586458333
4254.0_1_B1,B1,23 AVE-111-119 ST,,16,16d 06:00:00,16d 14:45:00,,53.45382971,-113.524939,Skyrattler,1,1,4254.0_1,roadway,0.0744444444,D,0.0558333333
4279.0_1_B1,B1,15 Ave. to 20 Ave. - 127 St.,,,10d 06:00:00,20d 14:45:00,,53.4160749,-113.5408128,Rutherford,1,1,4279.0_1,neighbourhood,0.0554166667,D,0.0415625
4304.0_1_B1,B1,41 AVE-ASPEN DRIVE WEST,,17,17d 06:00:00,17d 14:45:00,,53.47717103,-113.552654,Aspen Gardens,1,1,4304.0_1,neighbourhood,0.0230555556,D,0.0172916667
4311.0_1_B1,B1,Various,,,10d 06:00:00,20d 14:45:00,,53.4432264,-113.5538831,MacTaggert,1,1,4311.0_1,neighbourhood,0.0073611111,D,0.0055208333
4315.0_1_B1,B1,Riverbend Road - Heath Road to Terwilleger Drive,,,10d 06:00:00,20d 14:45:00,,53.45927223,-113.5927781,Haddow,1,1,4315.0_1,roadway,0.0180555556,D,0.0135416667
4330.0_1_B1,B1,Ambleside Drive - Armitage Cescent,,18,18d 06:00:00,18d 14:45:00,,53.43232913,-113.6038227,Ambleside,1,1,4330.0_1,neighbourhood,0.0673958333,D,0.050546875
4357.0_1_B1,B1,Rabbit Hill Road - Terwillegar Drive,,10,11d 06:00:00,11d 14:45:00,,53.46160218,-113.5773678,Carter Crest,1,1,4357.0_1,neighbourhood,0.0225,D,0.016875
4377.0_1_B1,B1,Rabbit Hill Rd. to South Terwilleger Drive,,14,14d 06:00:00,14d 14:45:00,,53.43953299,-113.5684221,Terwilleger South,1,1,4377.0_1,neighbourhood,0.0180555556,D,0.0135416667
4380.0_1_B1,B1,Blackmud Creek Dr.:111 St - 975 Blackmud Creek Cr.,,11,11d 06:00:00,11d 14:45:00,,53.4195739,-113.5143997,Blackmud Creek,1,1,4380.0_1,neighbourhood,0.0780555556,D,0.0585416667
4384.0_1_B1,B1,1057 - Armitage Crescent SW,,,10d 06:00:00,20d 14:45:00,,53.43000662,-113.6090536,Ambleside,1,1,4384.0_1,neighbourhood,0.04125,D,0.0309375
4389.0_1_B1,B1,111 St. - Ellerslie Road,,,10d 06:00:00,20d 14:45:00,,53.42422684,-113.5163383,Rutherford,1,1,4389.0_1,neighbourhood,0.0163888889,D,0.0122916667
4391.0_1_B1,B1,#1076 McKinney Green to #1030 McKinney Green,,,10d 06:00:00,20d 14:45:00,,53.45141465,-113.5625201,McGrath,1,1,4391.0_1,neighbourhood,0.0304166667,D,0.0228125
4395.0_1_B1,B1,James Mowat Trail (111 St.) to Rutherford Road -Blackmud Creek Drive to 21 Ave. SW,,11,11d 06:00:00,11d 14:45:00,,53.41799558,-113.5193239,Rutherford,1,1,4395.0_1,neighbourhood,0.1411111111,D,0.1058333333
4397.0_1_B1,B1,4840 Mactaggart Cr. To 4637 Mead Place,,,10d 06:00:00,20d 14:45:00,,53.43856592,-113.5609651,MacTaggert,1,1,4397.0_1,neighbourhood,0.0144444444,D,0.0108333333
4435.0_1_B1,B1,Windermere Blv. - Terwilleger Drive to Windermere Drive,,,10d 06:00:00,20d 14:45:00,,53.42516898,-113.6405434,Windermere South,1,1,4435.0_1,neighbourhood,0.1279166667,D,0.0959375
4450.0_1_B1,B1,23 AVE-119-126 ST,,,10d 06:00:00,20d 14:45:00,,53.51408458,-113.4324145,Blue Quill Estates,1,1,4450.0_1,roadway,0.1489930556,D,0.1117447917
4451.0_1_B1,B1,23 Ave. - Rabbit Hill rd.,,15,15d 06:00:00,15d 14:45:00,,53.4549988,-113.5794313,Terwilleger TOWNE,1,1,4451.0_1,roadway,0.0544444444,D,0.0408333333
4462_0_1_B1,B1,29A AVE-104-111 ST,,,13d 06:00:00,13d 14:45:00,,53.46158341,-113.5056006,Steinhauer,1,1,4462_1,neighbourhood,0.07375,D,0.0553125
4462_1_1_B1,B1,29A AVE-104-111 ST,,,13d 06:00:00,13d 14:45:00,,53.46158341,-113.5056006,Steinhauer,1,1,4462_1,neighbourhood,0.07375,D,0.0553125
4462_2_1_B1,B1,29A AVE-104-111 ST,,,13d 06:00:00,13d 14:45:00,,53.46158341,-113.5056006,Steinhauer,1,1,4462_1,neighbourhood,0.07375,D,0.0553125
4469.0_1_B1,B1,Leger Way - (behind #1290 to #1298) Latta Cr.,,,10d 06:00:00,20d 14:45:00,,53.45822742,-113.5767361,Leger,1,1,4469.0_1,neighbourhood,0.0076388889,D,0.0057291667
4517.0_1_B1,B1,Allard Link & Adamson Dr,,12,12d 06:00:00,12d 14:45:00,,53.40280072,-113.5180914,Allard,1,1,4517.0_1,neighbourhood,0.0460185185,D,0.0345138889
4518.0_1_B1,B1,Windermere Blv. - behind 429 Ainslie Crescent,,,10d 06:00:00,20d 14:45:00,,53.4331305,-113.5946475,Ambleside,1,1,4518.0_1,neighbourhood,0.0277777778,D,0.0208333334
4520.0_1_B1,B1,Btw. 3264 & 3268 Whitelaw Drive,,,10d 06:00:00,20d 14:45:00,,53.4439393,-113.6101563,Windermere North,1,1,4520.0_1,neighbourhood,0.1444444444,D,0.1083333333
4528.0_1_B1,B1,156st & South Terwillegar Blvd,,12,12d 06:00:00,12d 14:45:00,,53.44023714,-113.5837237,Terwillegar South,1,1,4528.0_1,neighbourhood,0.0459375,D,0.034453125
4530.0_1_B1,B1,156st & South Terwillegar Blvd,,12,12d 06:00:00,12d 14:45:00,,53.43951349,-113.58745,Terwillegar South,1,1,4530.0_1,neighbourhood,0.0085069444,D,0.0063802083
4542.0_1_B1,B1,4032 Mactaggert Drive,,17,17d 06:00:00,17d 14:45:00,,53.43886273,-113.5612599,MacTaggert,1,1,4542.0_1,neighbourhood,0.0173148148,D,0.0129861111
4590.0_1_B1,B1,2035 Armitage Green SW,,18,18d 06:00:00,18d 14:45:00,,53.4298755,-113.6043016,Ambleside,1,1,4590.0_1,neighbourhood,0.0898611111,D,0.0673958333
4600.0_1_B1,B1,Windermere Dr. - Windermere Blvd north to frontage,,,10d 06:00:00,20d 14:45:00,,53.44535684,-113.6223543,Windermere North,1,1,4600.0_1,neighbourhood,0.1236111111,D,0.0927083333
4606.0_1_B1,B1,N of 15 Ave between 124 & 125 St,,,10d 06:00:00,20d 14:45:00,,53.4209873,-113.538884,Rutherford,1,1,4606.0_1,neighbourhood,0.03875,D,0.0290625
4635.0_1_B1,B1,119 ST 34 - 40 AVE,,,10d 06:00:00,20d 14:45:00,,53.47162124,-113.5385166,Greenfield,1,1,4635.0_1,roadway,0.125,D,0.09375
4668.0_1_B1,B1,Whitelaw Gate - 3250 Whitelaw Drive & Btw. 3427 West Landing & 3320 West Court,,18,18d 06:00:00,18d 14:45:00,,53.44298834,-113.6089682,Windermere North,1,1,4668.0_1,neighbourhood,0.0363888889,D,0.0272916667
4679.0_1_B1,B1,4032 Mactaggert Drive,,17,17d 06:00:00,17d 14:45:00,,53.44011896,-113.5627694,MacTaggert,1,1,4679.0_1,neighbourhood,0.0212962963,D,0.0159722222
4712.0_1_B1,B1,South Terwillegar Dr & Shaske Dr,,,10d 06:00:00,20d 14:45:00,,53.43851435,-113.5777957,Terwillegar South,1,1,4712.0_1,neighbourhood,0.0257407407,D,0.0193055555
4735.0_1_B1,B1,from Pond to 4073 Mactaggert Drive,,17,17d 06:00:00,17d 14:45:00,,53.4395093,-113.558787,MacTaggert,1,1,4735.0_1,neighbourhood,0.0851388889,D,0.0638541667
4736.0_1_B1,B1,6520 Mann Lane to 6419 Mann Court,,,10d 06:00:00,20d 14:45:00,,53.43989999,-113.559856,MacTaggert,1,1,4736.0_1,neighbourhood,0.0972222222,D,0.0729166667
4754.0_1_B1,B1,23 Ave. - Rabbit Hill Road to Bridge,,16,16d 06:00:00,16d 14:45:00,,53.45423656,-113.5605874,Hodgson,1,1,4754.0_1,roadway,0.0759722222,D,0.0569791667
4755.0_1_B1,B1,Road Buffer 23 Ave.- Terwilleger Drive to Rabbit Hill Road,,15,15d 06:00:00,15d 14:45:00,,53.45499923,-113.577384,Leger,1,1,4755.0_1,roadway,0.0254166667,D,0.0190625
5081.0_1_B1,B1,Btw. #448 & #447 Callaghan Court,,,10d 06:00:00,20d 14:45:00,,53.41047813,-113.5270023,Callaghan,1,1,5081.0_1,neighbourhood,0.0127777778,D,0.0095833334
5083.0_1_B1,B1,Maynard Way to 4132 Mactaggert Drive,,17,17d 06:00:00,17d 14:45:00,,53.44279028,-113.5581513,MacTaggert,1,1,5083.0_1,neighbourhood,0.0319444444,D,0.0239583333
5101.0_1_B1,B1,Rutherford Rd & 16ave SW,,,10d 06:00:00,20d 14:45:00,,53.417567,-113.5259962,Rutherford,1,1,5101.0_1,neighbourhood,0.0320717593,D,0.0240538195
5361.0_1_B1,B1,Rabbit Hill Road - Mullen Road to Mactaggard Drive,,,10d 06:00:00,20d 14:45:00,,53.43854649,-113.5655339,MacTaggert,1,1,5361.0_1,neighbourhood,0.0153472222,D,0.0115104167
5441.0_1_B1,B1,Washburn Drive - Pipeline to Wates Link,,,10d 06:00:00,20d 14:45:00,,53.43443991,-113.6245904,Windermere South,1,1,5441.0_1,neighbourhood,0.0093055556,D,0.0069791667
5541.0_1_B1,B1,west of 156 St,,,10d 06:00:00,20d 14:45:00,,53.44087713,-113.5919796,Terwilleger South,1,1,5541.0_1,neighbourhood,0.02375,D,0.0178125
5544.0_1_B1,B1,South Terwillegar Dr & Shaske Dr,,18,18d 06:00:00,18d 14:45:00,,53.43681285,-113.5782311,Terwillegar South,1,1,5544.0_1,neighbourhood,0.0845138889,D,0.0633854167
5545.0_1_B1,B1,156st & South Terwillegar Blvd,,18,18d 06:00:00,18d 14:45:00,,53.43914772,-113.5855744,Terwillegar South,1,1,5545.0_1,neighbourhood,0.0248726852,D,0.0186545139
5586.0_1_B1,B1,Ellerslie Road east of 170 St,,,10d 06:00:00,20d 14:45:00,,53.42549019,-113.6122101,Ambleside,1,1,5586.0_1,neighbourhood,0.0583333333,D,0.04375
5786.0_1_B1,B1,952 - 173 Street,,,10d 06:00:00,20d 14:45:00,,53.42422611,-113.6164378,Windermere South,1,1,5786.0_1,neighbourhood,0.0638888889,D,0.0479166667
5806.0_1_B1,B1,Washburn Dr 170 to 174 St,,,10d 06:00:00,20d 14:45:00,,53.42870564,-113.6165644,Windermere South,1,1,5806.0_1,neighbourhood,0.0194444444,D,0.0145833333
6026.0_1_B1,B1,2069 HADDOW DRIVE,,10,11d 06:00:00,11d 14:45:00,,53.45361451,-113.595946,Haddow,1,1,6026.0_1,neighbourhood,0.0795833333,D,0.0596875
6046.0_1_B1,B1,from #5508 to #5518 McLuhan Bluff,,,10d 06:00:00,20d 14:45:00,,53.4361412,-113.5620046,MacTaggert,1,1,6046.0_1,neighbourhood,0.0245833333,D,0.0184375
6106_0_1_B1,B1,14910 - Ellerslie Road,,,14d 06:00:00,14d 14:45:00,,53.42672773,-113.5862486,Ambleside,1,1,6106_1,neighbourhood,0.0569444444,D,0.0427083333
6106_1_1_B1,B1,14910 - Ellerslie Road,,,14d 06:00:00,14d 14:45:00,,53.42672773,-113.5862486,Ambleside,1,1,6106_1,neighbourhood,0.0569444444,D,0.0427083333
6106_2_1_B1,B1,14910 - Ellerslie Road,,,14d 06:00:00,14d 14:45:00,,53.42672773,-113.5862486,Ambleside,1,1,6106_1,neighbourhood,0.0569444444,D,0.0427083333
6166.0_1_B1,B1,14910 - Ellerslie Road,,,10d 06:00:00,20d 14:45:00,,53.42754302,-113.571128,Ambleside,1,1,6166.0_1,neighbourhood,0.0433333333,D,0.0325
6167.0_1_B1,B1,Ellerslie Rd,,12,12d 06:00:00,12d 14:45:00,,53.42621144,-113.5736491,Ambleside,1,1,6167.0_1,neighbourhood,0.0084490741,D,0.0063368056
6510.0_1_B1,B1,14920 - Ellerslie Road,,,10d 06:00:00,20d 14:45:00,,53.42626992,-113.5756205,Ambleside,1,1,6510.0_1,neighbourhood,0.0781944444,D,0.0586458333
6576.0_1_B1,B1,Allard Link & Adamson Dr,,,10d 06:00:00,20d 14:45:00,,53.40405701,-113.5209897,Allard,1,1,6576.0_1,neighbourhood,0.0076157407,D,0.0057118055
6578.0_1_B1,B1,behind Adamson Cresc full walkway to Adamson Dr,,,10d 06:00:00,20d 14:45:00,,53.40481027,-113.5151434,Callaghan,1,1,6578.0_1,neighbourhood,0.0433333333,D,0.0325
6659.0_1_B1,B1,"Callaghan Dr, Mowatt - Cunningham Dr",,,10d 06:00:00,20d 14:45:00,,53.40811424,-113.5260066,Callaghan,1,1,6659.0_1,neighbourhood,0.0444444444,D,0.0333333333
6684.0_1_B1,B1,Nxt. To 3903 Whitelaw Close to 622 Windermere Court,,,10d 06:00:00,20d 14:45:00,,53.44585855,-113.6114983,Windermere North,1,1,6684.0_1,neighbourhood,0.0158333333,D,0.011875
6704.0_1_B1,B1,Windermere Rd. - Windermere Blv. To Whitelaw Lane,,,10d 06:00:00,20d 14:45:00,,53.44108788,-113.6169279,Windermere North,1,1,6704.0_1,neighbourhood,0.0194444444,D,0.0145833333
6887.0_1_B1,B1,Chappelle Link & Chappelle Dr,,,10d 06:00:00,20d 14:45:00,,53.40387563,-113.57031,Chappelle,1,1,6887.0_1,neighbourhood,0.0286226852,D,0.0214670139
6967.0_1_B1,B1,May Common NW & May Link NW,,,10d 06:00:00,20d 14:45:00,,53.44970489,-113.5519276,Magrath Heights,1,1,6967.0_1,neighbourhood,0.0073842593,D,0.0055381945
7047.0_1_B1,B1,171 Street - Wasburn Drive,,18,18d 06:00:00,18d 14:45:00,,53.43026811,-113.6181138,Windermere,1,1,7047.0_1,neighbourhood,0.0435532407,D,0.0326649305
7048.0_1_B1,B1,Terwillegar Common & Towne Center Blvd,,14,14d 06:00:00,14d 14:45:00,,53.44557411,-113.5760306,Terwilleger TOWNE,1,1,7048.0_1,neighbourhood,0.0213194444,D,0.0159895833
7189_0_1_B1,B1,30 Ave east of Cassleman Link,,,14d 06:00:00,14d 14:45:00,,53.4039632,-113.5236226,Callaghan,1,1,7189_1,neighbourhood,0.0749537037,D,0.0562152778
7189_1_1_B1,B1,30 Ave east of Cassleman Link,,,14d 06:00:00,14d 14:45:00,,53.4039632,-113.5236226,Callaghan,1,1,7189_1,neighbourhood,0.0749537037,D,0.0562152778
7189_2_1_B1,B1,30 Ave east of Cassleman Link,,,14d 06:00:00,14d 14:45:00,,53.4039632,-113.5236226,Callaghan,1,1,7189_1,neighbourhood,0.0749537037,D,0.0562152778
7229.0_1_B1,B1,South of Bowen Wynd New,,,10d 06:00:00,20d 14:45:00,,53.41603776,-113.5144931,Blackmud Creek,1,1,7229.0_1,neighbourhood,0.0263888889,D,0.0197916667
7250.0_1_B1,B1,30 Ave north to first walkway between houses new,,,10d 06:00:00,20d 14:45:00,,53.40691532,-113.5193319,Callaghan,1,1,7250.0_1,neighbourhood,0.0354166667,D,0.0265625
7289.0_1_B1,B1,Chappelle Dr south of Chappelle Link NEW,,,10d 06:00:00,20d 14:45:00,,53.4026653,-113.5696752,Chappelle Gardens,1,1,7289.0_1,neighbourhood,0.0180555556,D,0.0135416667
7292.0_1_B1,B1,West of Claxton Cresc NEW,,,10d 06:00:00,20d 14:45:00,,53.40198967,-113.5756783,Chappelle Gardens,1,1,7292.0_1,neighbourhood,0.0180555556,D,0.0135416667
7409.0_1_B1,B1,Mullen Rd & Mullen Way NEW,,17,17d 06:00:00,17d 14:45:00,,53.43527717,-113.5699569,MacTaggert,1,1,7409.0_1,neighbourhood,0.0254166667,D,0.0190625
7469.0_1_B1,B1,#1524 Rutherford Road,,11,11d 06:00:00,11d 14:45:00,,53.415095585,-113.537049321,Rutherford,1,1,7469.0_1,neighbourhood,0.032349537,D,0.0242621528
7569.0_1_B1,B1,Ellerslie Road - 100 Street SW,,15,15d 06:00:00,15d 14:45:00,,53.42584743,-113.4918388,Ellerslie SW,1,1,7569.0_1,roadway,0.0350925926,D,0.0263194445
7649.0_1_B1,B1,51 Ave - 11504 St,,12,12d 06:00:00,12d 14:45:00,,53.48884512,-113.5305284,Lendrum Place,1,1,7649.0_1,neighbourhood,0.0422800926,D,0.0317100695
7913.0_1_B1,B1,Adamson Dr SW & Adamson Terrace SW,,18,18d 06:00:00,18d 14:45:00,,53.39985703,-113.5160464,Allard,1,1,7913.0_1,neighbourhood,0.0231018519,D,0.0173263889
7914.0_1_B1,B1,Adamson Cresent & 30ave SW,,,10d 06:00:00,20d 14:45:00,,53.40284942,-113.5130897,Allard,1,1,7914.0_1,neighbourhood,0.0241203704,D,0.0180902778
7933.0_1_B1,B1,Allard Link & Adamson Dr,,,10d 06:00:00,20d 14:45:00,,53.40393783,-113.5163583,Allard,1,1,7933.0_1,neighbourhood,0.014837963,D,0.0111284723
7953.0_1_B1,B1,Chappelle Blvd & 28ave SW,,17,17d 06:00:00,17d 14:45:00,,53.40961566,-113.5725276,Chappelle,1,1,7953.0_1,neighbourhood,0.0274768519,D,0.0206076389
8063.0_1_B1,B1,173st & 9ave SW,,18,18d 06:00:00,18d 14:45:00,,53.4241814,-113.6194316,Windermere,1,1,8063.0_1,neighbourhood,0.0103009259,D,0.0077256944
8080.0_1_B1,B1,Agar Green SW & Agar Court SW,,,10d 06:00:00,20d 14:45:00,,53.3996218,-113.5308136,Allard,1,1,8080.0_1,neighbourhood,0.0145023148,D,0.0108767361
8082.0_1_B1,B1,Westcliff Way SW & Watson Point SW,,,10d 06:00:00,20d 14:45:00,,53.43316884,-113.6271649,Windermere,1,1,8082.0_1,neighbourhood,0.024837963,D,0.0186284723
8099.0_1_B1,B1,30ave SW & Allard Gate SW,,18,18d 06:00:00,18d 14:45:00,,53.40340524,-113.5331111,Allard,1,1,8099.0_1,neighbourhood,0.0381481481,D,0.0286111111
8100.0_1_B1,B1,30ave SW & Allard Gate SW,,,10d 06:00:00,20d 14:45:00,,53.40491663,-113.5376919,Allard,1,1,8100.0_1,neighbourhood,0.0214699074,D,0.0161024306
8144.0_1_B1,B1,Mullen Place NW,,,10d 06:00:00,20d 14:45:00,,53.43257757,-113.5680072,MacTaggert,1,1,8144.0_1,neighbourhood,0.0146296296,D,0.0109722222
8188.0_1_B1,B1,Allard Blvd & Agar Green,,,10d 06:00:00,20d 14:45:00,,53.40236044,-113.5285985,Allard,1,1,8188.0_1,neighbourhood,0.0121296296,D,0.0090972222
8264.0_1_B1,B1,Ellerslie Road - 107 Street,,,10d 06:00:00,20d 14:45:00,,53.4262753,-113.4996507,Richford,1,1,8264.0_1,neighbourhood,0.037025463,D,0.0277690973
8362.0_1_B1,B1,Ellerslie Road - 100 Street SW,,,10d 06:00:00,20d 14:45:00,,53.42610124,-113.4879477,Ellerslie SW,1,1,8362.0_1,neighbourhood,0.0145833333,D,0.0109375
8466.0_1_B1,B1,Wheaton Drive - Windermere Wynd,,18,18d 06:00:00,18d 14:45:00,,53.44601712,-113.6187991,Windermere,1,1,8466.0_1,neighbourhood,0.0161458333,D,0.012109375
8482.0_1_B1,B1,Ware Road - Windermere Road,,,10d 06:00:00,20d 14:45:00,,53.44428829,-113.615913,Windermere,1,1,8482.0_1,neighbourhood,0.0084259259,D,0.0063194444
8648.0_1_B1,B1,Bearspaw Lake to 104 St &20 Ave,,17,17d 06:00:00,17d 14:45:00,,53.44567646,-113.5040594,Bearspaw,1,1,8648.0_1,neighbourhood,0.0869444444,D,0.0652083333
9071.0_1_B1,B1,Washburn Ave SW & 174 st SW,,,10d 06:00:00,20d 14:45:00,,53.43158761,-113.6175458,Windermere,1,1,9071.0_1,neighbourhood,0.0108796296,D,0.0081597222
9072.0_1_B1,B1,Washburn Ave SW & 174 st SW,,,10d 06:00:00,20d 14:45:00,,53.4300738,-113.6161871,Windermere,1,1,9072.0_1,neighbourhood,0.012962963,D,0.0097222223
9126.0_1_B1,B1,Allard Blvd - Agar Green SW,,12,12d 06:00:00,12d 14:45:00,,53.40001977,-113.5283453,Allard,1,1,9126.0_1,neighbourhood,0.0259259259,D,0.0194444444
9149.0_1_B1,B1,James Mowatt Trail,,,10d 06:00:00,20d 14:45:00,,53.41472596,-113.5185806,Callaghan,1,1,9149.0_1,neighbourhood,0.0201388889,D,0.0151041667
9327_0_1_B1,B1,Terwillegar Dr. : Centre S of 23 Ave,,,16d 06:00:00,16d 14:45:00,,53.454584691,-113.589521824,Terwillegar Towne/Haddow,1,1,9327_1,roadway,0.130941358,D,0.0982060185
9327_1_1_B1,B1,Terwillegar Dr. : Centre S of 23 Ave,,,16d 06:00:00,16d 14:45:00,,53.454584691,-113.589521824,Terwillegar Towne/Haddow,1,1,9327_1,roadway,0.130941358,D,0.0982060185
9327_2_1_B1,B1,Terwillegar Dr. : Centre S of 23 Ave,,,16d 06:00:00,16d 14:45:00,,53.454584691,-113.589521824,Terwillegar Towne/Haddow,1,1,9327_1,roadway,0.130941358,D,0.0982060185
9363.0_1_B1,B1,CENTRE 23 AVE E of RABBIT HILL ROAD,,,10d 06:00:00,20d 14:45:00,,53.454535479,-113.550616423,Hodgson/Magrath Heights,1,1,9363.0_1,roadway,0.0506481481,D,0.0379861111
9425.0_1_B1,B1,#403 - 181 St. - 4 Ave. to Ellerslie Rd. - 181 St. to 184 St.,,,10d 06:00:00,20d 14:45:00,,53.426286895,-113.634233228,Windermere South,1,1,9425.0_1,neighbourhood,0.065,D,0.04875
9549.0_1_B1,B1,Ashcraft Cres SW & Allard Blvd SW,,,10d 06:00:00,20d 14:45:00,,53.400881526,-113.519975632,Allard,1,1,9549.0_1,neighbourhood,0.0266666667,D,0.02
9646.0_1_B1,B1,6004 Currents Drive (Behind Cabela's),,18,18d 06:00:00,18d 14:45:00,,53.439613525,-113.60487388,Ambleside,1,1,9646.0_1,neighbourhood,0.0219791667,D,0.016484375
9743.0_1_B1,B1,Rabbit Hill Road: TransAlta - IGA,,,10d 06:00:00,20d 14:45:00,,53.459671233,-113.566853543,Leger,1,1,9743.0_1,roadway,0.0105787037,D,0.0079340278
9744.0_1_B1,B1,West of Rabbit Hill Road,,,10d 06:00:00,20d 14:45:00,,53.457249859,-113.565882908,Leger,1,1,9744.0_1,roadway,0.0105787037,D,0.0079340278
9962.0_1_B1,B1,23 AVE - 34 AVE,,,10d 06:00:00,20d 14:45:00,,53.461024317,-113.491651782,Leger,1,1,9962.0_1,roadway,0.0564583333,D,0.04234375
10086.0_1_B1,B1,122 Street - Whitemud Drive to 48 Ave.,,,10d 06:00:00,20d 14:45:00,,53.484640333,-113.540910594,Malmo Plains,1,1,10086.0_1,roadway,0.0314814815,D,0.0236111111
981890.0_1_B1,B1,7000 143 Street NW,,10,11d 06:00:00,11d 14:45:00,,53.50133909,-113.5795463,River Valley Whitemud,1,1,981890.0_1,neighbourhood,0.033900463,D,0.0254253473
9963.0_1_B1,B1,"Trelle Way, Trelle Loop to Trelle Crescent",,,10d 06:00:00,20d 14:45:00,,53.454391872,-113.583497383,Terwillegar Towne,1,1,9963.0_1,neighbourhood,0.0299537037,D,0.0224652778
9964.0_1_B1,B1,7203 Saskatchewan Drive,,,10d 06:00:00,20d 14:45:00,,53.511543047,-113.539867756,Belgravia/River Valley Whitemud,1,1,9964.0_1,neighbourhood,0.008287037,D,0.0062152778
9965.0_1_B1,B1,116 ST - KEILOR ROAD,,18,18d 06:00:00,18d 14:45:00,,53.507653935,-113.540868636,Belgravia/River Valley Whitemud,1,1,9965.0_1,neighbourhood,0.0951157407,D,0.0713368055
9966.0_1_B1,B1,BOULEVARD & TOP OF BANK WALKWAY,,11,11d 06:00:00,11d 14:45:00,,53.416053641,-113.512862812,Blackmud Creek,1,1,9966.0_1,neighbourhood,0.0371412037,D,0.0278559028
9991.0_1_B1,B1,835 111 St SW,,,10d 06:00:00,20d 14:45:00,,53.425031091,-113.515411559,Richford,1,1,9991.0_1,neighbourhood,0.0184143519,D,0.0138107639
9994.0_1_B1,B1,SWMF - 4163 Whispering River Drive,,18,18d 06:00:00,18d 14:45:00,,53.450936001,-113.613811019,Windermere,1,1,9994.0_1,neighbourhood,0.0131712963,D,0.0098784722
9998.0_1_B1,B1,W/S 51 Ave - 29 Street to 34 Street,,,10d 06:00:00,20d 14:45:00,,53.48897072,-113.3908016,Southeast Industrial,1,1,9998.0_1,neighbourhood,0.0218055556,D,0.0163541667
9999.0_1_B1,B1,SWMF 5114 Woolsey Link,,18,18d 06:00:00,18d 14:45:00,,53.448671382,-113.611819629,Windermere,1,1,9999.0_1,neighbourhood,0.0404398148,D,0.0303298611
10000.0_1_B1,B1,E/S 51 Ave - 29 Street to 34 Street,,,10d 06:00:00,20d 14:45:00,,53.48915551,-113.3905667,Southeast Industrial,1,1,10000.0_1,neighbourhood,0.0177893519,D,0.0133420139
10008.0_1_B1,B1,East of Whispering River Dr.,,18,18d 06:00:00,18d 14:45:00,,53.450275686,-113.609523269,Windermere,1,1,10008.0_1,neighbourhood,0.0159143519,D,0.0119357639
10016.0_1_B1,B1,831 Windermere Wynd,,,10d 06:00:00,20d 14:45:00,,53.444328389,-113.617402635,Windermere,1,1,10016.0_1,neighbourhood,0.016400463,D,0.0123003473
10018.0_1_B1,B1,738 Windermere Wynd,,18,18d 06:00:00,18d 14:45:00,,53.441214417,-113.626032458,Windermere,1,1,10018.0_1,neighbourhood,0.0180902778,D,0.0135677084
10032.0_1_B1,B1,3604 Allan Dr SW,,17,17d 06:00:00,17d 14:45:00,,53.42862657,-113.594079171,Ambleside,1,1,10032.0_1,neighbourhood,0.0229282407,D,0.0171961805
10033.0_1_B1,B1,3346 Cutler Crescent,,17,17d 06:00:00,17d 14:45:00,,53.40656046,-113.566904756,Chappelle Area,1,1,10033.0_1,neighbourhood,0.0192476852,D,0.0144357639
10059.0_1_B1,B1,Charlesworth Dr SW at Charlesworth Way,,,10d 06:00:00,20d 14:45:00,,53.4265816,-113.4001466,Charlesworth,1,1,10059.0_1,neighbourhood,0.0437847222,D,0.0328385417
10074.0_1_B1,B1,17 St and 28 Ave NW,,10,11d 06:00:00,11d 14:45:00,,53.4588433,-113.3685124,Tamarack,1,1,10074.0_1,neighbourhood,0.0072916667,D,0.00546875
10075.0_1_B1,B1,17 St and 28 Ave NW,,10,11d 06:00:00,11d 14:45:00,,53.46065597,-113.3685558,Tamarack,1,1,10075.0_1,neighbourhood,0.0161458333,D,0.012109375
10076.0_1_B1,B1,344 Silverberry Road,,,10d 06:00:00,20d 14:45:00,,53.46142168,-113.3678167,Tamarack,1,1,10076.0_1,neighbourhood,0.0172569444,D,0.0129427083
